transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
d4287a39-c191-4ee5-83a7-406d425c9217,0d269fe9-f1dc-4bae-b4ea-a34cdd0cb3d0,2023-05-28 09:21:36,49.48,USD,purchase,in-branch,Harris-Miles,Electronics,USA,Lake Robertfort,False
04aa890c-e60e-446a-8723-1a31a36cab8f,1eff84d0-b11e-402b-a6ff-4fa8cbeaafab,2023-10-24 13:00:53,1425.7,EUR,withdrawal,online,Nichols-Rogers,utilities,UK,Watsonshire,True
42ca9465-0795-492f-a4dd-fe765eca6e7e,dadef79b-87d4-4987-bf6e-f14c54635a80,2022-11-08 02:47:46,1506.17,GBP,deposit,in-branch,"Patterson, Mitchell and Williams",retail,CANADA,Patriciamouth,False
8c7cd256-70e9-4bf4-aeaf-a0f3a720b081,3f5e8bd4-07ee-4ecc-8935-f8e87e249de7,2023-06-05 13:54:36,650.17,EUR,deposit,ATM,"White, Davis and King",travel,Germany,North Christy,False
aad2bef6-c1a1-47a5-a7d7-9911af7ff5e3,d677c7ed-e690-4c72-a017-35dc766a3588,2024-04-16 21:50:14,1738.28,GBP,purchase,mobile,"Davis, Johnson and Barnes",retail,USA,Lake Thomas,False
0169ee1a-5507-4f77-aa47-a63b02c6967d,d1bdcf5d-f69f-4bd2-833c-95620d901509,2023-02-12 10:10:03,1106.11,GBP,deposit,ATM,Flowers Group,travel,UK,Bryanton,False
b0e9d6ef-34e4-4eb3-b6c5-d59d44eab3bf,60cfcdb2-9467-4492-924a-c2c6b4833531,2022-11-15 12:41:36,1397.73,JPY,purchase,in-branch,"Herrera, Day and Fuller",travel,Japan,Martinezborough,False
fd587b50-644e-4dfb-ad52-c664e7a705b4,5ace512f-4a6e-4daa-85f7-44c10aa0cc72,2023-10-05 11:42:54,1105.13,USD,purchase,ATM,Martinez-Oconnor,Electronics,UK,New Nicholasland,False
a4a7f35d-d8a6-41ec-8498-abd4209afc74,fb8dddfa-d162-43da-ad2a-819ac4b9b581,2023-04-19 22:28:23,554.13,USD,deposit,online,Clark-Kent,travel,CANADA,Alvarezview,False
8361440a-6195-4e40-91a2-68cd68be4f37,ac3d449d-31c7-4d13-b90a-c59fb3864659,2023-02-06 18:02:03,372.55,INR,purchase,in-branch,White Ltd,entertainment,Germany,Catherineport,False
b6c01f21-6bec-4f26-89e5-1281d65f531f,801ecac8-a211-4041-9293-e041ce82b9d8,2023-03-27 19:55:18,165.49,EUR,withdrawal,mobile,Ramirez Inc,groceries,Germany,New Monicashire,True
287119ca-fad7-4ca4-ab6d-4e96ef2dad14,cf6df3c2-06d7-41b2-93be-6f5cea6d97a9,2023-08-23 09:26:18,1667.13,JPY,deposit,in-branch,Griffin and Sons,retail,Germany,East Courtneyfurt,False
8cb07ba1-720e-410c-b8d5-d5c2ce88483c,0990b34a-c59f-4d7f-a9c4-4eb9ec2526ac,2024-07-19 00:57:09,58.44,JPY,withdrawal,in-branch,"Payne, Santiago and Robinson",groceries,Japan,Thomasland,False
cadfb9a5-aecb-40cd-a76b-59e2a3ab2c9d,21d3503e-7bbd-4894-bc0d-78575446d8a5,2024-04-11 04:11:47,1265.85,JPY,withdrawal,in-branch,Sweeney Group,travel,UK,Evanschester,False
06f60451-90e6-44d0-b49f-85f49c6f4a6c,b5620202-3310-4524-8769-a70730253e8e,2023-03-07 02:47:03,402.69,EUR,deposit,mobile,"Morrison, Fischer and Washington",travel,Japan,South Melissatown,False
079a8828-28f4-4f34-a3be-a4fd8eca6e3a,95ab5008-6372-4d99-85d9-603520512424,2023-08-20 07:45:28,854.84,USD,withdrawal,mobile,"Beard, Mitchell and Summers",utilities,Japan,Bradleymouth,False
f8f0dc42-55c4-48b8-8e27-4c29b391611c,0990b34a-c59f-4d7f-a9c4-4eb9ec2526ac,2022-10-30 13:13:27,758.97,USD,deposit,mobile,Hodges-Miller,Electronics,USA,Lake Pamelaland,False
1d7bbadb-8b49-4558-a876-96dbf235220e,05ef79ff-6dfe-48e7-99d4-c59b63c7adb5,2022-11-12 14:57:55,1819.56,USD,withdrawal,online,"Franklin, Brown and Hill",entertainment,IND,Shawnberg,False
3e410032-b71f-4240-b293-164ab73e1bba,ffc04d9a-5495-4d1f-8f40-5110a671523a,2023-04-13 13:53:23,975.97,USD,withdrawal,online,"Francis, Alexander and Daniels",utilities,USA,Virginiatown,False
fc7bf08f-c339-4904-9205-6ad23e7432d9,ad32b9f4-68f5-409c-8578-43b29a7ec837,2023-11-05 01:47:44,590.66,EUR,withdrawal,online,"Villarreal, Patton and Leach",travel,USA,Jackville,True
9c2f9c1d-b4b5-4172-bf27-938d6af6d667,edfc4fb1-32ed-42c9-a8c6-a0d23ca5b966,2023-08-31 03:27:26,377.51,INR,purchase,mobile,Baker LLC,retail,IND,Brendashire,False
3367d3c3-0d01-47c8-9f6d-fdbf32a2f91d,0e18d304-7450-4cc6-8051-1814a19ab3d9,2023-07-21 04:32:57,1001.68,USD,transfer,ATM,Oneill and Sons,travel,Germany,North Lisa,False
0c9c4580-71ae-4241-a243-7333453d80c3,f6c83c1b-5233-4512-8b48-e1e72894cb39,2022-08-17 17:19:23,655.09,GBP,purchase,in-branch,"Suarez, Roy and Shaw",groceries,IND,North Elizabeth,False
82869c6e-5294-4f79-97bd-db7d989fa07d,0b51d677-428a-42a9-bdaa-f3138abaaee3,2023-09-10 19:21:35,814.15,EUR,transfer,ATM,Stokes-Jones,travel,Japan,Zacharyfort,False
e9f467bb-d4f7-45c7-9a01-7dba525d6c43,04978ab4-836f-4dd8-9487-7f68bf111e26,2022-10-11 12:35:50,224.18,GBP,withdrawal,in-branch,Bridges-Winters,entertainment,Japan,Craigberg,False
ced65091-2d2d-425d-8577-c2417a186a32,ff307446-b6d7-4472-a306-aa2158856f0a,2022-09-21 02:30:46,649.8,INR,transfer,in-branch,Johnson-Garcia,travel,CANADA,Joshuamouth,False
abd1e0d3-4415-4f81-9aee-3f881f1e0b04,90b3df4e-0914-4399-8763-1ad94349e190,2024-04-20 08:31:20,1069.27,INR,transfer,online,"Wilson, Wood and Carlson",travel,UK,Robertfurt,False
7d98f288-aa2e-48f1-a49b-22c577928c7e,6ab8d43a-d1c4-4aee-8196-cdfe9aeec62d,2024-03-03 09:44:23,649.85,EUR,transfer,online,Burgess-Sullivan,Electronics,CANADA,Gibsonview,False
3109d4b7-cc84-42ee-a871-deed12e5aa3b,0c36477e-1cf7-4914-bdfe-8230e9e693af,2022-12-26 22:31:21,734.91,INR,deposit,ATM,Patel PLC,travel,Japan,Williamland,False
9c7dadcf-9acd-4c5f-9a68-5382d11c9f76,ca7c120e-2735-4552-91f6-7a5ddedb558f,2024-07-15 00:59:19,360.21,EUR,transfer,online,Rice PLC,entertainment,Germany,Port Ashley,False
22e66f0a-0e33-4a0c-857d-002cc4a43326,c2476b07-c026-4368-90a0-8a37e511bf3e,2023-08-24 21:36:48,1332.37,JPY,transfer,online,Robinson PLC,Electronics,IND,Josephshire,False
600d5312-499f-4590-aa83-0686957c1e23,5ff74070-7f5b-4a1b-8826-9008c9768330,2023-03-28 02:16:27,740.31,INR,withdrawal,in-branch,Chen-Richards,Electronics,CANADA,New Brianburgh,False
491b1b7b-3ced-4db1-bb73-2e5af9ba237c,043f5e54-1005-4c20-bd57-7e45c0d93693,2022-10-06 14:54:10,993.67,JPY,purchase,in-branch,Vasquez LLC,Electronics,UK,New Jessicamouth,False
031b03f3-895d-4821-8e5d-a414736f10f4,c9b86e9d-d7f9-4e93-8f36-38840a91f69c,2024-01-14 04:59:05,98.93,USD,deposit,mobile,"Benson, Mendoza and Gardner",travel,Germany,West Louis,False
35c0d37d-5cc4-4af1-821c-2cda4b744e4a,807a121c-b2bd-431c-9888-9c680f5d2809,2024-07-31 18:22:37,217.91,INR,transfer,in-branch,French Inc,groceries,UK,East Bethbury,False
b29f2653-f31d-4465-9a67-97f179917309,cfc43ef5-a773-4d95-8cd6-3d9d1edbf9c7,2023-04-26 12:36:47,1996.3,INR,purchase,online,Black-Schmidt,retail,Japan,West Danny,False
37dc9f69-9c4f-473f-a25b-311130e11605,4d251014-b866-43bd-9bcd-b029023554f1,2024-07-11 07:35:03,1370.08,EUR,withdrawal,ATM,"Mcneil, Clark and Caldwell",retail,Japan,Whiteton,False
b33667ba-4238-4fb5-bde9-96c80ff6a115,3f9a4f24-948c-45da-8c17-c38b0fd23ccc,2023-12-24 04:35:25,412.18,USD,purchase,in-branch,Lynch Ltd,travel,CANADA,Henrytown,False
43b29adc-b70f-453f-950f-3b83839fe9e5,4fedb6cb-1c08-404d-9195-7d728c2a5835,2024-07-24 15:17:17,276.71,INR,purchase,in-branch,Scott Group,groceries,USA,Port Vanessaborough,False
28e20b5c-25ef-491a-a8ad-451a27726575,257200c4-6541-4cc3-9525-e0497dadedf5,2023-06-05 12:03:53,920.85,INR,transfer,mobile,Thomas Group,utilities,Germany,South Hollyton,False
57d27fe2-85d5-4068-9c71-a654d9f3cfe2,06d8bcc4-9a7c-4ebf-ad9a-2e5e1ee16b11,2023-02-22 14:49:42,1015.9,JPY,withdrawal,mobile,"Santana, Contreras and Petty",retail,CANADA,Lake Williamshire,False
ccfaf2ca-88d6-411b-99e8-28c95aa27898,37946780-6db7-417d-a610-8c5c4e5ffd84,2023-05-27 07:29:48,1948.89,GBP,withdrawal,online,"Johns, Garcia and Weiss",groceries,UK,West James,False
4d68ba6a-7e2c-4f32-9560-b2d459439be8,ab67c9f1-f643-4265-9731-60d73e8811e7,2022-12-15 08:28:50,120.09,INR,withdrawal,ATM,Welch-Chan,travel,IND,West Mollyshire,False
88b0c2d1-5099-4212-bf4e-07303e218f74,70233ffd-d7fa-4f55-a1c1-ac0e9afd071c,2023-03-27 03:57:45,849.39,USD,withdrawal,online,Martinez Group,groceries,Japan,Garnerside,False
616bfbf5-03af-449b-912c-4d625a29e6f1,549869ec-6fef-4598-aa55-359d0657f788,2022-09-23 13:26:49,672.67,JPY,withdrawal,in-branch,Gay-Shaw,groceries,USA,South Kellytown,False
486a81b4-6f36-48b8-ace2-4eee7896df9f,d5397094-332d-4416-bfeb-fcdb8446141f,2023-10-15 01:00:15,1213.49,INR,purchase,in-branch,"Johnson, Craig and Curtis",utilities,Germany,East Joseph,False
a423d318-e01f-4db7-bbc8-c0129ecfcbae,a0095b07-70dd-4ec5-a31e-ebbb34553583,2024-01-18 03:28:36,172.23,USD,withdrawal,mobile,"Johnson, Arnold and Johnson",travel,CANADA,Port Crystal,False
3595edbb-3faf-4d5a-95c9-5dd03ab0a65d,5456eee4-b9af-4bbc-b49a-776c9d7be9db,2024-03-19 19:27:18,440.99,JPY,transfer,ATM,Carr-Brown,utilities,CANADA,West Michael,False
989e1e8a-aaa3-49b8-bcd5-bd4576bd5834,70d8cc70-f90a-4dca-8850-bb792044186f,2023-05-07 19:02:20,444.45,INR,withdrawal,mobile,"Davis, Gilbert and Quinn",Electronics,Japan,West Joseph,False
397177c1-71fb-449d-a30a-8808111c3893,7cdfa0a4-37cf-4695-a7c5-f8b568e8e0b8,2023-07-08 19:55:31,1420.0,INR,transfer,ATM,Waller PLC,Electronics,UK,Davisfort,False
3cff4bc6-ddcc-4de4-9b91-3bad3cc313ae,40ef33a0-8aef-4857-8147-3e2daf25060e,2023-07-30 05:52:09,251.20000000000002,INR,withdrawal,online,"Larsen, Brown and Adkins",utilities,Germany,Fletcherport,True
e6cbf575-79a7-4930-a98e-e4b81123ac7d,90c1ab03-44ba-4d8e-851f-8c5f98ea405e,2023-09-02 09:26:49,67.34,EUR,withdrawal,mobile,Pitts PLC,travel,IND,Payneton,True
8413db6f-8c20-45f8-9b00-8aa9637fb270,c98871fd-9f17-4072-9347-c9955d06fc83,2024-05-31 03:34:18,1853.55,GBP,withdrawal,mobile,"Church, Chen and Cobb",groceries,IND,Lake Thomas,False
c7622537-a284-49f6-8bae-fb9795ba5550,06380215-723d-47df-8671-3b421e0fc726,2024-06-29 17:12:53,1666.08,USD,purchase,ATM,Case-Davis,groceries,Germany,Christianburgh,False
e439dd1b-e806-4a82-85ad-fb7b5a392423,151d8a0d-0050-4d37-89d5-1fb956de5f6d,2024-01-13 22:15:04,1536.75,INR,withdrawal,online,Soto LLC,utilities,IND,Wilsonmouth,False
e13458a8-facf-4f0d-b701-c6533d3b43a8,5456eee4-b9af-4bbc-b49a-776c9d7be9db,2024-08-01 02:57:25,1014.48,INR,deposit,in-branch,Juarez and Sons,retail,UK,Theresaport,True
26b8194f-36da-49eb-9142-e1166bd8efd6,c118e7cf-7564-4d2e-9eb5-1d0a202da86c,2023-11-27 20:38:06,1855.88,INR,transfer,mobile,Lee-Johnson,groceries,UK,Spenceberg,False
f5d4adc3-fa87-4976-bf49-1dfa23ff7dc4,455b652c-d374-4551-adef-6ec6f05e00f8,2024-03-29 17:11:56,661.25,INR,transfer,online,Willis Ltd,retail,USA,Patriciaburgh,False
2e40e5cc-9733-462c-9221-6ffa3a0f12f8,315d08bf-1d25-43d8-8a86-e78dbedca5d3,2024-06-11 07:53:59,18.25,USD,deposit,mobile,"Cook, Duncan and Farmer",groceries,CANADA,West Samuel,False
c7f0a444-6449-448c-8586-9233a93a3a19,ed4efa58-f38f-4359-b670-03595dce0228,2023-12-02 17:32:13,473.11,EUR,withdrawal,online,Smith Group,retail,Japan,East Michaelview,False
ce322710-878d-4402-8b5d-f6078f07301d,637f9204-3e15-41e2-9513-f60b92ffbe4f,2023-06-17 12:36:04,1485.28,EUR,deposit,online,Ramirez PLC,utilities,CANADA,Reneefurt,True
1bf39c81-2fab-4199-b942-7a1325130d55,b9340c29-0fe2-4932-b675-820149073c88,2024-04-26 22:51:38,1504.84,USD,deposit,in-branch,Brown Group,Electronics,Germany,Dustinfort,False
9e06cbf2-5a78-484c-aecf-e767f60448bc,edafda89-475f-4933-8ea5-f9fa5e1a58df,2024-08-02 23:38:38,945.64,GBP,withdrawal,online,"Zhang, Morales and Anderson",Electronics,UK,South Chrischester,False
3ffad2b8-370e-48bb-b42c-63fbcfa5ffe1,6909e2ad-68d1-4833-a006-fe689f9440c2,2022-12-10 12:54:48,307.21,EUR,deposit,online,Escobar Group,entertainment,UK,Janetmouth,False
f7403ec9-4160-406d-b577-b335a8087073,bcceab84-51fd-4d2e-8630-2c3605166ff9,2022-08-24 12:52:48,1359.38,EUR,transfer,online,Butler Inc,utilities,USA,Port David,False
06c49f8a-82c7-4ffb-8b9f-7f18614f50c6,83bece41-b728-4bff-91cf-3b0bcfc46593,2022-09-21 15:59:22,1065.34,JPY,purchase,ATM,Davis Group,utilities,CANADA,Benjaminside,False
9a3b0cba-be24-4d9d-acc1-0a4c8ad44250,5f5a8880-26df-418f-8c10-d034b186f79b,2024-06-14 19:39:25,1552.91,USD,purchase,mobile,Kelly-Barry,groceries,USA,Wilsonstad,True
417d157b-02ff-43dc-a3dd-daa7708d9dce,606f3561-1bf1-4d37-9e97-96dc24b734ba,2023-03-20 22:05:58,1984.64,JPY,purchase,mobile,Sosa-Glenn,travel,CANADA,Smithbury,False
d47a8d0f-609d-43dd-9dac-c91962698e9b,5253b949-34cd-4966-ae04-c04d6d869aec,2023-09-17 05:11:00,1113.76,INR,withdrawal,online,"Keith, Jackson and Green",retail,Japan,Lake Donna,False
f47bdff9-465d-47f6-ba4d-b7778bff65c7,18196a72-941d-4156-8684-6ee3be5ee3ad,2023-04-20 00:56:23,1859.84,USD,deposit,mobile,Keller-Reyes,utilities,USA,Port Samuelfurt,False
2f0e19c4-8b25-404c-81ee-c435c09e57d5,e4faf383-06c0-4a8a-a8f1-ceed3e73fa96,2023-10-18 03:48:18,679.23,EUR,transfer,online,"Dean, White and Fletcher",Electronics,CANADA,Debraside,True
e7c61751-0a88-46c4-b34c-8dfb4ea5037f,89c16e5b-b4cf-4ff5-8603-0b5179adeb86,2023-06-01 16:04:03,103.64,EUR,transfer,ATM,Hughes-Frazier,utilities,USA,Port Traceyburgh,False
74d80d1f-b493-4e20-a495-8a7c31df3cbf,31136578-aa9d-4db8-ac9f-91d3f7da6d65,2023-12-17 23:53:52,142.55,JPY,withdrawal,online,"Middleton, Butler and Serrano",utilities,Japan,North Richardmouth,True
dc035203-9761-4e6b-b933-dcb933e8aad1,b9523b01-c2a0-4049-9e66-8a301cad72b7,2024-05-08 20:05:37,245.49,GBP,deposit,online,"Green, Wright and Schroeder",Electronics,USA,Sarahborough,False
210be425-16f6-4467-ab78-9e65aa30b7b9,f48413b0-0d69-485d-bdf4-01cdfdd6a7a6,2023-09-10 03:29:26,1030.73,USD,transfer,in-branch,"Dean, King and Powell",retail,IND,South Abigailberg,False
74b17008-b106-409d-b6ed-29462a39252d,05412b9a-9eb7-4de6-807b-e4a911266c4d,2022-10-27 08:15:38,591.55,EUR,deposit,in-branch,"Crosby, Robinson and Mckenzie",retail,CANADA,South Mario,False
caf065db-ebd1-45e1-8ce1-5612e5229eee,3c2f0ef3-b388-4e12-85c3-508cd590ffa1,2024-01-16 09:01:40,844.28,INR,purchase,in-branch,"Kennedy, Conley and Mcintosh",travel,IND,Jessicaside,False
8847edbc-8088-4a16-a734-3493fc86045c,b977078a-aa86-4dd0-ac05-b1b3b10a7b6f,2024-01-07 17:40:06,1765.88,JPY,transfer,ATM,Rivera PLC,groceries,IND,East Pennyshire,False
b61bc3d2-7752-49d1-b887-2a2703e52740,daaed31b-3719-4ba2-8c33-e44dfa7355ff,2023-07-15 02:41:29,130.22,EUR,transfer,online,"Russell, Jones and Warner",retail,UK,Montgomeryberg,False
406c464e-86e9-4d46-8af4-4a3e32ed6d55,d12af2f7-fb7a-4219-bc4a-f33faa05dba2,2023-11-11 18:15:43,264.31,INR,deposit,ATM,Davis and Sons,travel,CANADA,Hayeschester,False
f9c1fa4c-7125-4c64-84f2-e6a5aaeaf3db,29be865e-f418-4896-87c3-53ff91f94684,2024-04-23 20:52:53,1294.82,JPY,withdrawal,online,"Arnold, Stewart and Thomas",retail,Germany,Luceroside,False
ddc7f0f0-26f9-4ed1-9e4c-572d9224de4a,af24ef32-d53b-4867-9c85-ab7f6a91d694,2024-07-25 00:22:19,616.72,JPY,transfer,in-branch,Johnson PLC,retail,USA,Jacksonside,False
bf7f33f0-bed7-4676-8a93-92e5220b8645,414ce302-ef0c-4338-9489-d8c38d045763,2024-04-10 14:47:38,1864.09,JPY,transfer,ATM,Fisher PLC,entertainment,CANADA,Leeton,False
414a8a90-9690-4085-995a-aff8f81f2a6a,4d2db7eb-b10f-4ef9-bd0b-39f94dcf979e,2022-10-29 00:54:00,181.56,INR,purchase,in-branch,Ward LLC,groceries,Germany,South Ericstad,False
99e712d0-9d76-4b5a-abf0-640a092d6241,37b19f9c-e8cd-4931-bad6-e62c4d4f5de7,2023-03-17 02:41:14,65.33,USD,deposit,ATM,"Franklin, Morgan and Torres",travel,CANADA,Hortonfort,False
efdbb373-9bae-44b3-b68e-428d7a14d304,c211d672-d0fe-4aae-86b2-4843950c2ece,2024-02-09 12:19:37,365.47,GBP,deposit,ATM,Doyle Ltd,retail,Japan,Lake Scottport,True
309b247d-bb25-4451-a983-4831a911754d,890ceffe-1b8b-4f6b-9422-503a73a9034b,2023-02-13 13:11:12,204.83,EUR,transfer,mobile,Rogers-Burton,entertainment,USA,Johnsonmouth,True
a17a3188-5422-42c1-b16f-8a02b8434d10,77124a1b-0217-441e-b04a-92df3b9c6d46,2023-04-10 20:24:40,684.11,GBP,withdrawal,online,Walker Group,Electronics,Japan,North Theresaport,False
3c64e8a8-892a-4269-82c6-9370cb55d06b,05b2d772-318f-484b-bccc-ec1a1246cf58,2024-04-20 21:22:49,1488.09,GBP,purchase,ATM,Morris-Murphy,groceries,CANADA,Lake Cynthiaport,False
aac13a53-450f-4bc4-bde5-3fb6a2cef079,4e18249a-799c-4842-b163-5e9302bb2fe7,2024-05-23 21:35:26,957.29,INR,deposit,ATM,Griffith-Herrera,travel,IND,Juliebury,False
7b4603cc-28f6-471e-88dd-01fd48f7ba18,61659647-3ba9-4b3f-8333-a4cee0a6f8ff,2024-07-07 05:27:17,1134.71,EUR,transfer,ATM,Hoffman-Collier,Electronics,Japan,East Tinamouth,False
5bcd84cc-5d6d-4b43-9c10-cf8eba292c86,085f33cf-382a-47c3-9fe6-3edbeb61ef6e,2022-08-23 15:49:10,974.37,JPY,purchase,in-branch,Greene-Aguilar,retail,IND,Danielmouth,False
19dd957b-b0a5-4c61-bf4c-cef1f2fcd634,93dc9a4b-d817-4d15-b329-207b10aad5ce,2023-04-04 14:05:58,1428.89,EUR,deposit,ATM,Kemp-Lopez,entertainment,Germany,South Tiffany,False
6ffb7563-7963-46fe-a80f-387d69690951,76f1f273-9265-4f0c-9213-844efff3a802,2024-07-25 13:52:19,55.07,INR,transfer,in-branch,Anderson Group,travel,CANADA,Morganport,False
9d7ac60c-b611-4be9-8baa-82b294e4d784,ab821edd-98b1-4916-ab76-39b7ec6b17e3,2022-12-26 05:26:15,442.06,INR,transfer,mobile,Chen and Sons,groceries,Japan,Lake Brianstad,False
0d921df4-b3d9-4ccf-9c2d-afe62a4ddd73,17e9830c-8516-475b-b8ba-d886fb63e841,2024-03-08 05:31:07,1770.27,GBP,transfer,mobile,"Horne, Huber and Gregory",groceries,IND,Hobbsfort,False
a45f9030-8074-4231-992e-9399bad5ad64,19d55cc6-f70d-4c20-87b4-e71f266108f1,2023-03-03 02:45:52,1538.0,EUR,deposit,in-branch,"Clayton, Miranda and Kirk",entertainment,UK,Shermanmouth,False
396ec011-74a0-491c-b619-97ec670b3e96,77a7f122-08b5-4e24-9613-5b0bd40b9bea,2023-05-10 05:31:03,1485.92,GBP,transfer,mobile,"Hamilton, Howard and Armstrong",utilities,UK,West Carolyn,False
ead90eed-f70b-4006-bb2d-8b40fd41e3d3,83bece41-b728-4bff-91cf-3b0bcfc46593,2023-10-18 14:00:27,348.88,EUR,withdrawal,mobile,Clark-Castillo,entertainment,IND,South Mackenzieland,False
36f35af3-87a2-4917-9ee8-aac9952eab2c,416b61c3-04cb-4965-a0e4-d9e11e19859f,2024-01-03 21:11:32,148.87,JPY,deposit,ATM,Merritt-Pratt,utilities,IND,South Johnport,False
9023445c-b461-411c-a8fe-fe3dbe1028a0,64133fdb-222f-46e3-b460-a1045a00e7b1,2024-06-15 08:42:57,1657.91,JPY,withdrawal,in-branch,Charles-Rodgers,retail,USA,Kevinview,False
9537c571-63a0-4053-9d5d-a0e874231c95,fcfc94b1-e8c8-4246-a151-3b033a6990e8,2023-10-03 10:48:52,981.79,EUR,deposit,in-branch,Ingram Inc,travel,Japan,East Christinefort,False
b35bc4b3-c219-46e9-af90-83ed9b9985aa,7c06bc35-57e8-4031-9990-952d6fe7afd8,2023-01-22 20:43:15,1136.04,JPY,transfer,in-branch,Gardner-Fisher,utilities,IND,Westborough,False
ff09133a-30d1-4e2c-9310-5dde07f66dfb,a34bf4cb-bb7f-4280-b140-5b690f3cd160,2022-09-12 02:34:55,914.69,JPY,purchase,mobile,"Coleman, Wong and Johnson",retail,Germany,Lake Erica,False
597e92e3-176d-4532-bf10-aac30268922f,c6a54c6d-1605-41d3-b61e-34a75da159e2,2024-01-18 19:58:02,1248.3,GBP,purchase,in-branch,Fuller LLC,utilities,Japan,Maysburgh,False
68fb61c5-07ee-4890-a57f-824608749b0d,e7a4344f-a33c-485c-9f7a-ec9aa8fccbf1,2024-02-21 22:51:19,1070.42,INR,purchase,in-branch,Davis LLC,entertainment,CANADA,Williamsville,False
f9f8b08c-8ff9-4d25-9714-8163810a57cb,a9868f77-5a80-4b43-9146-8b5cf2a79e2f,2022-10-08 11:40:11,1832.12,USD,transfer,online,Myers-Flowers,utilities,Germany,Port Staceystad,False
f7baf2fc-942e-4687-aadd-162a79cd676f,696854a8-8ce6-4c3b-a9d9-95f82e5766f5,2022-09-11 11:18:09,708.99,USD,transfer,mobile,Hanna-Nash,groceries,USA,South Nathaniel,False
3dd6a291-d9ac-4b09-8a1e-efb514b63da2,5e598135-6a9b-418a-90ee-eb7139ea67dd,2024-03-20 04:57:39,1582.73,INR,purchase,online,"Acevedo, Gomez and Scott",Electronics,Germany,South Matthew,False
630925a9-623a-46f1-b5da-698607335afa,3a4f0740-5d05-472c-b1aa-b0599165618f,2023-11-21 20:18:21,824.56,JPY,transfer,online,Edwards Inc,groceries,Germany,New Rodney,False
ae1bf2e4-33f7-42d7-a0d4-b6b98023ab94,2d551b5f-d057-45e5-b210-a657709e6c3c,2023-11-20 02:46:30,1016.91,GBP,deposit,mobile,"Rivera, Boyd and Carpenter",entertainment,CANADA,Bradleyfort,False
1d614873-8f25-4011-9a4b-d77e36ec6e39,e4cd0f9d-392d-4b6a-8282-cd9f639a411b,2023-04-15 08:26:19,1274.85,EUR,deposit,ATM,Anderson-Holmes,utilities,USA,West Kaylaton,False
68f7b97c-60e9-4424-8b15-35cb76b0a07e,2839bb50-1fa3-4ca0-bf7a-32128d03eca8,2024-02-16 08:26:17,57.22,EUR,deposit,ATM,"Bell, James and Kirk",groceries,IND,Jeffreyside,False
f4892b3c-7691-4085-a40b-bde891d88f21,68ec0f5a-23cd-4361-a3f5-c2c8b6b35657,2023-03-13 00:27:13,333.37,INR,withdrawal,online,Wright-Tucker,utilities,Japan,Karlaside,False
b432cf93-6897-404e-b400-be49ad50b1b0,773fa8a6-3988-4219-aae3-127fefce2606,2024-05-24 15:48:03,16.88,EUR,deposit,ATM,Wheeler Group,utilities,Japan,West Jessechester,False
df22e6ca-16aa-4cb7-a745-1559f637ed72,7da36436-c150-46c0-aa5f-3aadc90dca44,2023-12-16 14:18:39,1069.75,GBP,withdrawal,online,Butler-Park,travel,Japan,Hudsonmouth,True
6def138a-4522-466a-bb82-ac414b96dd3a,b3a861ef-95e4-49e0-ae19-58974d9f275d,2024-07-31 13:17:29,378.7,USD,withdrawal,online,Bryant Ltd,retail,UK,South Paul,False
0370126b-48ed-4905-9235-2a9c7fb55da1,c8a2f9a2-e242-427f-97ad-0ac4634d5d3d,2022-08-30 01:45:13,709.22,GBP,transfer,online,Nichols PLC,groceries,UK,East Brianbury,False
5e504560-840b-4bb8-959e-bd8fedab21bb,97ab75c4-1b64-4c3f-bbda-644f68d70402,2022-09-18 09:46:03,1865.58,USD,purchase,in-branch,Thompson LLC,utilities,UK,New Natashaville,False
71e90cd9-5c27-47da-b5a5-2ab9d630dd3d,3483bd1f-7573-41c4-86e6-eec44b2c43f3,2024-03-19 12:31:55,1805.35,GBP,purchase,online,"Schneider, Adams and Gilbert",groceries,UK,East Brandon,False
fafee9c0-8d74-4047-92e7-c55a096f369c,b5d01b0d-c902-4be5-8321-a4194579880b,2023-08-01 19:49:55,9.73,JPY,deposit,online,Hayes-Thompson,retail,UK,Willisview,False
2926fea9-20ae-4936-8b23-b07e70368d6e,dd20def1-e728-4c9e-9bde-14110d08e318,2023-01-22 10:12:10,227.05,GBP,purchase,in-branch,"Murray, Jackson and Santana",retail,IND,Webbview,False
cbd73b3a-05bf-4aed-b3bc-bf49ae6d2ee5,1e1efabb-9588-4132-8e8e-e8617e36b22c,2023-09-24 04:24:00,293.22,EUR,withdrawal,mobile,Hernandez LLC,groceries,CANADA,Gregoryside,False
f41fe895-b603-434c-a083-004a433ccc19,809f95cb-06c5-4276-95bf-101764953830,2023-07-11 04:34:09,1840.37,USD,withdrawal,online,"Hayes, Wallace and James",groceries,CANADA,Richardmouth,False
001209d4-7310-4e5e-9812-e9aab96233c8,374f8d56-9ee2-46f7-9a9e-a747f3960968,2023-05-19 08:16:17,1590.43,INR,purchase,mobile,Koch-Walters,entertainment,IND,Kimland,False
